bx,by,m_5p
-1463541.6666666665,-910416.6666666665,1.5622480814652984e+16
-1463541.6666666665,-848958.333333333,1.5288856344257642e+16
-1463541.6666666665,-787500.0,1.50704076496947e+16
-1463541.6666666665,-726041.6666666665,1.4855080171727804e+16
-1463541.6666666665,-664583.333333333,1.4642829314104918e+16
-1463541.6666666665,-603125.0,1.4433611117769472e+16
-1463541.6666666665,-541666.6666666665,1.4227382251756866e+16
-1463541.6666666665,-480208.333333333,1.4024100004219e+16
-1463541.6666666665,-418750.0,1.392355068203592e+16
-1463541.6666666665,-357291.6666666665,1.372460961007565e+16
-1463541.6666666665,-295833.333333333,1.3626207559811698e+16
-1463541.6666666665,-234375.0,1.3528511027866486e+16
-1463541.6666666665,-172916.6666666665,1.3431514955848384e+16
-1463541.6666666665,-111458.33333333302,1.3431514955848384e+16
-1463541.6666666665,-50000.0,1.333521432163327e+16
-1402083.3333333333,-3000000.0,2.5482967479793364e+16
-1402083.3333333333,-2938541.6666666665,2.511886431509579e+16
-1402083.3333333333,-2877083.3333333335,2.4938768281829356e+16
-1402083.3333333333,-2815625.0,2.45824406892021e+16
-1402083.3333333333,-2754166.6666666665,2.4231204340529796e+16
-1402083.3333333333,-2692708.3333333335,2.4057472609339416e+16
-1402083.3333333333,-2631250.0,2.371373705661655e+16
-1402083.3333333333,-2569791.6666666665,2.337491283153497e+16
-1402083.3333333333,-2508333.3333333335,2.3207320498294876e+16
-1402083.3333333333,-2446875.0,2.2875732003183836e+16
-1402083.3333333333,-2385416.6666666665,2.254888127735148e+16
-1402083.3333333333,-2323958.333333333,2.2226700627080524e+16
-1402083.3333333333,-2262500.0,2.190912332586854e+16
-1402083.3333333333,-2201041.6666666665,2.175204034019523e+16
-1402083.3333333333,-2139583.333333333,2.1441245032200652e+16
-1402083.3333333333,-2078125.0,2.1134890398366476e+16
-1402083.3333333333,-2016666.6666666665,2.0832912989900076e+16
-1402083.3333333333,-1955208.3333333333,2.053525026457147e+16
-1402083.3333333333,-1893750.0,2.0241840573760556e+16
-1402083.3333333333,-1832291.6666666665,1.995262314968881e+16
-1402083.3333333333,-1770833.3333333333,1.952652671786827e+16
-1402083.3333333333,-1709375.0,1.92475297690564e+16
-1402083.3333333333,-1647916.6666666665,1.8972519156297852e+16
-1402083.3333333333,-1586458.3333333333,1.8701437922427776e+16
-1402083.3333333333,-1525000.0,1.830206106311058e+16
-1402083.3333333333,-1463541.6666666665,1.8040559400917816e+16
-1402083.3333333333,-1402083.3333333333,1.7782794100389248e+16
-1402083.3333333333,-1340625.0,1.7403035255793752e+16
-1402083.3333333333,-1279166.6666666665,1.7154378963428718e+16
-1402083.3333333333,-1217708.3333333333,1.6788040181225626e+16
-1402083.3333333333,-1156250.0,1.6548170999431896e+16
-1402083.3333333333,-1094791.6666666665,1.619477803635533e+16
-1402083.3333333333,-1033333.3333333333,1.5963385442879418e+16
-1402083.3333333333,-971875.0,1.5622480814652984e+16
-1402083.3333333333,-910416.6666666665,1.5399265260594946e+16
-1402083.3333333333,-848958.333333333,1.50704076496947e+16
-1402083.3333333333,-787500.0,1.4855080171727804e+16
-1402083.3333333333,-726041.6666666665,1.4537843856076646e+16
-1402083.3333333333,-664583.333333333,1.4330125702369604e+16
-1402083.3333333333,-603125.0,1.4125375446227572e+16
-1402083.3333333333,-541666.6666666665,1.392355068203592e+16
-1402083.3333333333,-480208.333333333,1.372460961007565e+16
-1402083.3333333333,-418750.0,1.3528511027866486e+16
-1402083.3333333333,-357291.6666666665,1.3431514955848384e+16
-1402083.3333333333,-295833.333333333,1.3239604139104414e+16
-1402083.3333333333,-234375.0,1.31446794578943e+16
-1402083.3333333333,-172916.6666666665,1.3050435363128324e+16
-1402083.3333333333,-111458.33333333302,1.3050435363128324e+16
-1402083.3333333333,-50000.0,1.2956866975170226e+16
-1340625.0,-3000000.0,2.5482967479793364e+16
-1340625.0,-2938541.6666666665,2.511886431509579e+16
-1340625.0,-2877083.3333333335,2.4938768281829356e+16
-1340625.0,-2815625.0,2.45824406892021e+16
-1340625.0,-2754166.6666666665,2.4231204340529796e+16
-1340625.0,-2692708.3333333335,2.4057472609339416e+16
-1340625.0,-2631250.0,2.371373705661655e+16
-1340625.0,-2569791.6666666665,2.337491283153497e+16
-1340625.0,-2508333.3333333335,2.3207320498294876e+16
-1340625.0,-2446875.0,2.2875732003183836e+16
-1340625.0,-2385416.6666666665,2.254888127735148e+16
-1340625.0,-2323958.333333333,2.2226700627080524e+16
-1340625.0,-2262500.0,2.190912332586854e+16
-1340625.0,-2201041.6666666665,2.159608360060768e+16
-1340625.0,-2139583.333333333,2.1441245032200652e+16
-1340625.0,-2078125.0,2.1134890398366476e+16
-1340625.0,-2016666.6666666665,2.0832912989900076e+16
-1340625.0,-1955208.3333333333,2.0388017608333748e+16
-1340625.0,-1893750.0,2.009671159230597e+16
-1340625.0,-1832291.6666666665,1.9809567785503436e+16
-1340625.0,-1770833.3333333333,1.952652671786827e+16
-1340625.0,-1709375.0,1.92475297690564e+16
-1340625.0,-1647916.6666666665,1.883649089489802e+16
-1340625.0,-1586458.3333333333,1.8567353246307144e+16
-1340625.0,-1525000.0,1.830206106311058e+16
-1340625.0,-1463541.6666666665,1.791121306004602e+16
-1340625.0,-1402083.3333333333,1.765529587285397e+16
-1340625.0,-1340625.0,1.7278259805078654e+16
-1340625.0,-1279166.6666666665,1.7031386316718732e+16
-1340625.0,-1217708.3333333333,1.6667674092813768e+16
-1340625.0,-1156250.0,1.6311729092278406e+16
-1340625.0,-1094791.6666666665,1.6078665490525574e+16
-1340625.0,-1033333.3333333333,1.5735299009709954e+16
-1340625.0,-971875.0,1.5399265260594946e+16
-1340625.0,-910416.6666666665,1.5179239032493814e+16
-1340625.0,-848958.333333333,1.4855080171727804e+16
-1340625.0,-787500.0,1.4537843856076646e+16
-1340625.0,-726041.6666666665,1.4330125702369604e+16
-1340625.0,-664583.333333333,1.4024100004219e+16
-1340625.0,-603125.0,1.38237222735791e+16
-1340625.0,-541666.6666666665,1.3626207559811698e+16
-1340625.0,-480208.333333333,1.333521432163327e+16
-1340625.0,-418750.0,1.3239604139104414e+16
-1340625.0,-357291.6666666665,1.3050435363128324e+16
-1340625.0,-295833.333333333,1.2863969449369708e+16
-1340625.0,-234375.0,1.2771737975811416e+16
-1340625.0,-172916.6666666665,1.2680167779065714e+16
-1340625.0,-111458.33333333302,1.2589254117941704e+16
-1340625.0,-50000.0,1.2589254117941704e+16
-1279166.6666666665,-3000000.0,2.5482967479793364e+16
-1279166.6666666665,-2938541.6666666665,2.530026091705238e+16
-1279166.6666666665,-2877083.3333333335,2.4938768281829356e+16
-1279166.6666666665,-2815625.0,2.45824406892021e+16
-1279166.6666666665,-2754166.6666666665,2.4406190680419796e+16
-1279166.6666666665,-2692708.3333333335,2.4057472609339416e+16
-1279166.6666666665,-2631250.0,2.371373705661655e+16
-1279166.6666666665,-2569791.6666666665,2.354371543763542e+16
-1279166.6666666665,-2508333.3333333335,2.3207320498294876e+16
-1279166.6666666665,-2446875.0,2.2875732003183836e+16
-1279166.6666666665,-2385416.6666666665,2.254888127735148e+16
-1279166.6666666665,-2323958.333333333,2.2226700627080524e+16
-1279166.6666666665,-2262500.0,2.190912332586854e+16
-1279166.6666666665,-2201041.6666666665,2.159608360060768e+16
-1279166.6666666665,-2139583.333333333,2.1287516617963696e+16
-1279166.6666666665,-2078125.0,2.0983358470946524e+16
-1279166.6666666665,-2016666.6666666665,2.068354616567582e+16
-1279166.6666666665,-1955208.3333333333,2.0388017608333748e+16
-1279166.6666666665,-1893750.0,2.009671159230597e+16
-1279166.6666666665,-1832291.6666666665,1.9809567785503436e+16
-1279166.6666666665,-1770833.3333333333,1.952652671786827e+16
-1279166.6666666665,-1709375.0,1.910952974970435e+16
-1279166.6666666665,-1647916.6666666665,1.883649089489802e+16
-1279166.6666666665,-1586458.3333333333,1.8567353246307144e+16
-1279166.6666666665,-1525000.0,1.8170839820114784e+16
-1279166.6666666665,-1463541.6666666665,1.791121306004602e+16
-1279166.6666666665,-1402083.3333333333,1.7528711776019012e+16
-1279166.6666666665,-1340625.0,1.7154378963428718e+16
-1279166.6666666665,-1279166.6666666665,1.6909275496810926e+16
-1279166.6666666665,-1217708.3333333333,1.6548170999431896e+16
-1279166.6666666665,-1156250.0,1.619477803635533e+16
-1279166.6666666665,-1094791.6666666665,1.584893192461116e+16
-1279166.6666666665,-1033333.3333333333,1.5510471498100838e+16
-1279166.6666666665,-971875.0,1.5179239032493814e+16
-1279166.6666666665,-910416.6666666665,1.4962356560944362e+16
-1279166.6666666665,-848958.333333333,1.4642829314104918e+16
-1279166.6666666665,-787500.0,1.4330125702369604e+16
-1279166.6666666665,-726041.6666666665,1.4024100004219e+16
-1279166.6666666665,-664583.333333333,1.372460961007565e+16
-1279166.6666666665,-603125.0,1.3528511027866486e+16
-1279166.6666666665,-541666.6666666665,1.3239604139104414e+16
-1279166.6666666665,-480208.333333333,1.3050435363128324e+16
-1279166.6666666665,-418750.0,1.2863969449369708e+16
-1279166.6666666665,-357291.6666666665,1.2680167779065714e+16
-1279166.6666666665,-295833.333333333,1.2498992285241654e+16
-1279166.6666666665,-234375.0,1.2409377607517272e+16
-1279166.6666666665,-172916.6666666665,1.2320405444827732e+16
-1279166.6666666665,-111458.33333333302,1.2232071190499348e+16
-1279166.6666666665,-50000.0,1.2144370270887316e+16
-1217708.3333333333,-3000000.0,2.5482967479793364e+16
-1217708.3333333333,-2938541.6666666665,2.530026091705238e+16
-1217708.3333333333,-2877083.3333333335,2.4938768281829356e+16
-1217708.3333333333,-2815625.0,2.4759963492497816e+16
-1217708.3333333333,-2754166.6666666665,2.4406190680419796e+16
-1217708.3333333333,-2692708.3333333335,2.4057472609339416e+16
-1217708.3333333333,-2631250.0,2.371373705661655e+16
-1217708.3333333333,-2569791.6666666665,2.354371543763542e+16
-1217708.3333333333,-2508333.3333333335,2.3207320498294876e+16
-1217708.3333333333,-2446875.0,2.2875732003183836e+16
-1217708.3333333333,-2385416.6666666665,2.254888127735148e+16
-1217708.3333333333,-2323958.333333333,2.2226700627080524e+16
-1217708.3333333333,-2262500.0,2.190912332586854e+16
-1217708.3333333333,-2201041.6666666665,2.175204034019523e+16
-1217708.3333333333,-2139583.333333333,2.1441245032200652e+16
-1217708.3333333333,-2078125.0,2.0983358470946524e+16
-1217708.3333333333,-2016666.6666666665,2.068354616567582e+16
-1217708.3333333333,-1955208.3333333333,2.0388017608333748e+16
-1217708.3333333333,-1893750.0,2.009671159230597e+16
-1217708.3333333333,-1832291.6666666665,1.9809567785503436e+16
-1217708.3333333333,-1770833.3333333333,1.938652635952209e+16
-1217708.3333333333,-1709375.0,1.910952974970435e+16
-1217708.3333333333,-1647916.6666666665,1.883649089489802e+16
-1217708.3333333333,-1586458.3333333333,1.843422992409122e+16
-1217708.3333333333,-1525000.0,1.8040559400917816e+16
-1217708.3333333333,-1463541.6666666665,1.7782794100389248e+16
-1217708.3333333333,-1402083.3333333333,1.7403035255793752e+16
-1217708.3333333333,-1340625.0,1.7031386316718732e+16
-1217708.3333333333,-1279166.6666666665,1.6788040181225626e+16
-1217708.3333333333,-1217708.3333333333,1.6429524713619472e+16
-1217708.3333333333,-1156250.0,1.6078665490525574e+16
-1217708.3333333333,-1094791.6666666665,1.5735299009709954e+16
-1217708.3333333333,-1033333.3333333333,1.5399265260594946e+16
-1217708.3333333333,-971875.0,1.50704076496947e+16
-1217708.3333333333,-910416.6666666665,1.4748572927641326e+16
-1217708.3333333333,-848958.333333333,1.4330125702369604e+16
-1217708.3333333333,-787500.0,1.4024100004219e+16
-1217708.3333333333,-726041.6666666665,1.372460961007565e+16
-1217708.3333333333,-664583.333333333,1.3431514955848384e+16
-1217708.3333333333,-603125.0,1.31446794578943e+16
-1217708.3333333333,-541666.6666666665,1.2956866975170226e+16
-1217708.3333333333,-480208.333333333,1.2680167779065714e+16
-1217708.3333333333,-418750.0,1.2498992285241654e+16
-1217708.3333333333,-357291.6666666665,1.2320405444827732e+16
-1217708.3333333333,-295833.333333333,1.2144370270887316e+16
-1217708.3333333333,-234375.0,1.1970850304957312e+16
-1217708.3333333333,-172916.6666666665,1.1885022274370218e+16
-1217708.3333333333,-111458.33333333302,1.1799809609496234e+16
-1217708.3333333333,-50000.0,1.1799809609496234e+16
-1156250.0,-3000000.0,2.566699346323827e+16
-1156250.0,-2938541.6666666665,2.530026091705238e+16
-1156250.0,-2877083.3333333335,2.511886431509579e+16
-1156250.0,-2815625.0,2.4759963492497816e+16
-1156250.0,-2754166.6666666665,2.4406190680419796e+16
-1156250.0,-2692708.3333333335,2.4057472609339416e+16
-1156250.0,-2631250.0,2.3884986491614976e+16
-1156250.0,-2569791.6666666665,2.354371543763542e+16
-1156250.0,-2508333.3333333335,2.3207320498294876e+16
-1156250.0,-2446875.0,2.2875732003183836e+16
-1156250.0,-2385416.6666666665,2.254888127735148e+16
-1156250.0,-2323958.333333333,2.23872113856834e+16
-1156250.0,-2262500.0,2.206734069084598e+16
-1156250.0,-2201041.6666666665,2.175204034019523e+16
-1156250.0,-2139583.333333333,2.1441245032200652e+16
-1156250.0,-2078125.0,2.1134890398366476e+16
-1156250.0,-2016666.6666666665,2.068354616567582e+16
-1156250.0,-1955208.3333333333,2.0388017608333748e+16
-1156250.0,-1893750.0,2.009671159230597e+16
-1156250.0,-1832291.6666666665,1.9809567785503436e+16
-1156250.0,-1770833.3333333333,1.938652635952209e+16
-1156250.0,-1709375.0,1.910952974970435e+16
-1156250.0,-1647916.6666666665,1.8701437922427776e+16
-1156250.0,-1586458.3333333333,1.843422992409122e+16
-1156250.0,-1525000.0,1.8040559400917816e+16
-1156250.0,-1463541.6666666665,1.765529587285397e+16
-1156250.0,-1402083.3333333333,1.7278259805078654e+16
-1156250.0,-1340625.0,1.7031386316718732e+16
-1156250.0,-1279166.6666666665,1.6667674092813768e+16
-1156250.0,-1217708.3333333333,1.6311729092278406e+16
-1156250.0,-1156250.0,1.5963385442879418e+16
-1156250.0,-1094791.6666666665,1.5510471498100838e+16
-1156250.0,-1033333.3333333333,1.5179239032493814e+16
-1156250.0,-971875.0,1.4855080171727804e+16
-1156250.0,-910416.6666666665,1.4537843856076646e+16
-1156250.0,-848958.333333333,1.4125375446227572e+16
-1156250.0,-787500.0,1.38237222735791e+16
-1156250.0,-726041.6666666665,1.3528511027866486e+16
-1156250.0,-664583.333333333,1.31446794578943e+16
-1156250.0,-603125.0,1.2863969449369708e+16
-1156250.0,-541666.6666666665,1.2589254117941704e+16
-1156250.0,-480208.333333333,1.2320405444827732e+16
-1156250.0,-418750.0,1.2144370270887316e+16
-1156250.0,-357291.6666666665,1.1885022274370218e+16
-1156250.0,-295833.333333333,1.1715207898315674e+16
-1156250.0,-234375.0,1.1547819846894616e+16
-1156250.0,-172916.6666666665,1.14650248398746e+16
-1156250.0,-111458.33333333302,1.1382823452540314e+16
-1156250.0,-50000.0,1.1301211428785614e+16
-1094791.6666666665,-3000000.0,2.566699346323827e+16
-1094791.6666666665,-2938541.6666666665,2.5482967479793364e+16
-1094791.6666666665,-2877083.3333333335,2.511886431509579e+16
-1094791.6666666665,-2815625.0,2.4759963492497816e+16
-1094791.6666666665,-2754166.6666666665,2.45824406892021e+16
-1094791.6666666665,-2692708.3333333335,2.4231204340529796e+16
-1094791.6666666665,-2631250.0,2.3884986491614976e+16
-1094791.6666666665,-2569791.6666666665,2.354371543763542e+16
-1094791.6666666665,-2508333.3333333335,2.3207320498294876e+16
-1094791.6666666665,-2446875.0,2.3040929760558456e+16
-1094791.6666666665,-2385416.6666666665,2.2711718672797576e+16
-1094791.6666666665,-2323958.333333333,2.23872113856834e+16
-1094791.6666666665,-2262500.0,2.206734069084598e+16
-1094791.6666666665,-2201041.6666666665,2.175204034019523e+16
-1094791.6666666665,-2139583.333333333,2.1441245032200652e+16
-1094791.6666666665,-2078125.0,2.1134890398366476e+16
-1094791.6666666665,-2016666.6666666665,2.068354616567582e+16
-1094791.6666666665,-1955208.3333333333,2.0388017608333748e+16
-1094791.6666666665,-1893750.0,2.009671159230597e+16
-1094791.6666666665,-1832291.6666666665,1.9809567785503436e+16
-1094791.6666666665,-1770833.3333333333,1.938652635952209e+16
-1094791.6666666665,-1709375.0,1.910952974970435e+16
-1094791.6666666665,-1647916.6666666665,1.8701437922427776e+16
-1094791.6666666665,-1586458.3333333333,1.830206106311058e+16
-1094791.6666666665,-1525000.0,1.8040559400917816e+16
-1094791.6666666665,-1463541.6666666665,1.765529587285397e+16
-1094791.6666666665,-1402083.3333333333,1.7278259805078654e+16
-1094791.6666666665,-1340625.0,1.6909275496810926e+16
-1094791.6666666665,-1279166.6666666665,1.6548170999431896e+16
-1094791.6666666665,-1217708.3333333333,1.619477803635533e+16
-1094791.6666666665,-1156250.0,1.5735299009709954e+16
-1094791.6666666665,-1094791.6666666665,1.5399265260594946e+16
-1094791.6666666665,-1033333.3333333333,1.50704076496947e+16
-1094791.6666666665,-971875.0,1.4642829314104918e+16
-1094791.6666666665,-910416.6666666665,1.4330125702369604e+16
-1094791.6666666665,-848958.333333333,1.392355068203592e+16
-1094791.6666666665,-787500.0,1.3528511027866486e+16
-1094791.6666666665,-726041.6666666665,1.3239604139104414e+16
-1094791.6666666665,-664583.333333333,1.2863969449369708e+16
-1094791.6666666665,-603125.0,1.2589254117941704e+16
-1094791.6666666665,-541666.6666666665,1.2232071190499348e+16
-1094791.6666666665,-480208.333333333,1.1970850304957312e+16
-1094791.6666666665,-418750.0,1.1715207898315674e+16
-1094791.6666666665,-357291.6666666665,1.1547819846894616e+16
-1094791.6666666665,-295833.333333333,1.1301211428785614e+16
-1094791.6666666665,-234375.0,1.1139738599948078e+16
-1094791.6666666665,-172916.6666666665,1.1059869434355668e+16
-1094791.6666666665,-111458.33333333302,1.0980572910890828e+16
-1094791.6666666665,-50000.0,1.090184492385131e+16
-1033333.3333333333,-3000000.0,2.5852348395621896e+16
-1033333.3333333333,-2938541.6666666665,2.5482967479793364e+16
-1033333.3333333333,-2877083.3333333335,2.511886431509579e+16
-1033333.3333333333,-2815625.0,2.4938768281829356e+16
-1033333.3333333333,-2754166.6666666665,2.45824406892021e+16
-1033333.3333333333,-2692708.3333333335,2.4231204340529796e+16
-1033333.3333333333,-2631250.0,2.3884986491614976e+16
-1033333.3333333333,-2569791.6666666665,2.371373705661655e+16
-1033333.3333333333,-2508333.3333333335,2.337491283153497e+16
-1033333.3333333333,-2446875.0,2.3040929760558456e+16
-1033333.3333333333,-2385416.6666666665,2.2711718672797576e+16
-1033333.3333333333,-2323958.333333333,2.23872113856834e+16
-1033333.3333333333,-2262500.0,2.206734069084598e+16
-1033333.3333333333,-2201041.6666666665,2.175204034019523e+16
-1033333.3333333333,-2139583.333333333,2.1441245032200652e+16
-1033333.3333333333,-2078125.0,2.1134890398366476e+16
-1033333.3333333333,-2016666.6666666665,2.0832912989900076e+16
-1033333.3333333333,-1955208.3333333333,2.0388017608333748e+16
-1033333.3333333333,-1893750.0,2.009671159230597e+16
-1033333.3333333333,-1832291.6666666665,1.9809567785503436e+16
-1033333.3333333333,-1770833.3333333333,1.938652635952209e+16
-1033333.3333333333,-1709375.0,1.910952974970435e+16
-1033333.3333333333,-1647916.6666666665,1.8701437922427776e+16
-1033333.3333333333,-1586458.3333333333,1.830206106311058e+16
-1033333.3333333333,-1525000.0,1.8040559400917816e+16
-1033333.3333333333,-1463541.6666666665,1.765529587285397e+16
-1033333.3333333333,-1402083.3333333333,1.7278259805078654e+16
-1033333.3333333333,-1340625.0,1.6788040181225626e+16
-1033333.3333333333,-1279166.6666666665,1.6429524713619472e+16
-1033333.3333333333,-1217708.3333333333,1.6078665490525574e+16
-1033333.3333333333,-1156250.0,1.5622480814652984e+16
-1033333.3333333333,-1094791.6666666665,1.5288856344257642e+16
-1033333.3333333333,-1033333.3333333333,1.4855080171727804e+16
-1033333.3333333333,-971875.0,1.4537843856076646e+16
-1033333.3333333333,-910416.6666666665,1.4125375446227572e+16
-1033333.3333333333,-848958.333333333,1.372460961007565e+16
-1033333.3333333333,-787500.0,1.333521432163327e+16
-1033333.3333333333,-726041.6666666665,1.2956866975170226e+16
-1033333.3333333333,-664583.333333333,1.2589254117941704e+16
-1033333.3333333333,-603125.0,1.2232071190499348e+16
-1033333.3333333333,-541666.6666666665,1.1970850304957312e+16
-1033333.3333333333,-480208.333333333,1.1631212760441932e+16
-1033333.3333333333,-418750.0,1.1382823452540314e+16
-1033333.3333333333,-357291.6666666665,1.1139738599948078e+16
-1033333.3333333333,-295833.333333333,1.090184492385131e+16
-1033333.3333333333,-234375.0,1.074607828321317e+16
-1033333.3333333333,-172916.6666666665,1.0592537251772924e+16
-1033333.3333333333,-111458.33333333302,1.051659138426311e+16
-1033333.3333333333,-50000.0,1.0441190029805714e+16
-971875.0,-3000000.0,2.5852348395621896e+16
-971875.0,-2938541.6666666665,2.5482967479793364e+16
-971875.0,-2877083.3333333335,2.530026091705238e+16
-971875.0,-2815625.0,2.4938768281829356e+16
-971875.0,-2754166.6666666665,2.45824406892021e+16
-971875.0,-2692708.3333333335,2.4406190680419796e+16
-971875.0,-2631250.0,2.4057472609339416e+16
-971875.0,-2569791.6666666665,2.371373705661655e+16
-971875.0,-2508333.3333333335,2.337491283153497e+16
-971875.0,-2446875.0,2.3040929760558456e+16
-971875.0,-2385416.6666666665,2.2711718672797576e+16
-971875.0,-2323958.333333333,2.254888127735148e+16
-971875.0,-2262500.0,2.2226700627080524e+16
-971875.0,-2201041.6666666665,2.175204034019523e+16
-971875.0,-2139583.333333333,2.1441245032200652e+16
-971875.0,-2078125.0,2.1134890398366476e+16
-971875.0,-2016666.6666666665,2.0832912989900076e+16
-971875.0,-1955208.3333333333,2.053525026457147e+16
-971875.0,-1893750.0,2.009671159230597e+16
-971875.0,-1832291.6666666665,1.9809567785503436e+16
-971875.0,-1770833.3333333333,1.938652635952209e+16
-971875.0,-1709375.0,1.910952974970435e+16
-971875.0,-1647916.6666666665,1.8701437922427776e+16
-971875.0,-1586458.3333333333,1.830206106311058e+16
-971875.0,-1525000.0,1.791121306004602e+16
-971875.0,-1463541.6666666665,1.7528711776019012e+16
-971875.0,-1402083.3333333333,1.7154378963428718e+16
-971875.0,-1340625.0,1.6788040181225626e+16
-971875.0,-1279166.6666666665,1.6429524713619472e+16
-971875.0,-1217708.3333333333,1.5963385442879418e+16
-971875.0,-1156250.0,1.5622480814652984e+16
-971875.0,-1094791.6666666665,1.5179239032493814e+16
-971875.0,-1033333.3333333333,1.4748572927641326e+16
-971875.0,-971875.0,1.4330125702369604e+16
-971875.0,-910416.6666666665,1.392355068203592e+16
-971875.0,-848958.333333333,1.3528511027866486e+16
-971875.0,-787500.0,1.31446794578943e+16
-971875.0,-726041.6666666665,1.2771737975811416e+16
-971875.0,-664583.333333333,1.2320405444827732e+16
-971875.0,-603125.0,1.1970850304957312e+16
-971875.0,-541666.6666666665,1.1631212760441932e+16
-971875.0,-480208.333333333,1.1301211428785614e+16
-971875.0,-418750.0,1.0980572910890828e+16
-971875.0,-357291.6666666665,1.074607828321317e+16
-971875.0,-295833.333333333,1.051659138426311e+16
-971875.0,-234375.0,1.0292005271944316e+16
-971875.0,-172916.6666666665,1.014495208068736e+16
-971875.0,-111458.33333333302,1.0000000000000034e+16
-971875.0,-50000.0,1.0000000000000034e+16
-910416.6666666665,-3000000.0,2.6039041873987076e+16
-910416.6666666665,-2938541.6666666665,2.566699346323827e+16
-910416.6666666665,-2877083.3333333335,2.530026091705238e+16
-910416.6666666665,-2815625.0,2.511886431509579e+16
-910416.6666666665,-2754166.6666666665,2.4759963492497816e+16
-910416.6666666665,-2692708.3333333335,2.4406190680419796e+16
-910416.6666666665,-2631250.0,2.4057472609339416e+16
-910416.6666666665,-2569791.6666666665,2.3884986491614976e+16
-910416.6666666665,-2508333.3333333335,2.354371543763542e+16
-910416.6666666665,-2446875.0,2.3207320498294876e+16
-910416.6666666665,-2385416.6666666665,2.2875732003183836e+16
-910416.6666666665,-2323958.333333333,2.254888127735148e+16
-910416.6666666665,-2262500.0,2.2226700627080524e+16
-910416.6666666665,-2201041.6666666665,2.190912332586854e+16
-910416.6666666665,-2139583.333333333,2.159608360060768e+16
-910416.6666666665,-2078125.0,2.1287516617963696e+16
-910416.6666666665,-2016666.6666666665,2.0832912989900076e+16
-910416.6666666665,-1955208.3333333333,2.053525026457147e+16
-910416.6666666665,-1893750.0,2.0241840573760556e+16
-910416.6666666665,-1832291.6666666665,1.9809567785503436e+16
-910416.6666666665,-1770833.3333333333,1.952652671786827e+16
-910416.6666666665,-1709375.0,1.910952974970435e+16
-910416.6666666665,-1647916.6666666665,1.8701437922427776e+16
-910416.6666666665,-1586458.3333333333,1.843422992409122e+16
-910416.6666666665,-1525000.0,1.8040559400917816e+16
-910416.6666666665,-1463541.6666666665,1.765529587285397e+16
-910416.6666666665,-1402083.3333333333,1.7154378963428718e+16
-910416.6666666665,-1340625.0,1.6788040181225626e+16
-910416.6666666665,-1279166.6666666665,1.6429524713619472e+16
-910416.6666666665,-1217708.3333333333,1.5963385442879418e+16
-910416.6666666665,-1156250.0,1.5510471498100838e+16
-910416.6666666665,-1094791.6666666665,1.50704076496947e+16
-910416.6666666665,-1033333.3333333333,1.4642829314104918e+16
-910416.6666666665,-971875.0,1.4227382251756866e+16
-910416.6666666665,-910416.6666666665,1.38237222735791e+16
-910416.6666666665,-848958.333333333,1.333521432163327e+16
-910416.6666666665,-787500.0,1.2956866975170226e+16
-910416.6666666665,-726041.6666666665,1.2498992285241654e+16
-910416.6666666665,-664583.333333333,1.2057298145138734e+16
-910416.6666666665,-603125.0,1.1715207898315674e+16
-910416.6666666665,-541666.6666666665,1.1301211428785614e+16
-910416.6666666665,-480208.333333333,1.0980572910890828e+16
-910416.6666666665,-418750.0,1.0592537251772924e+16
-910416.6666666665,-357291.6666666665,1.0292005271944316e+16
-910416.6666666665,-295833.333333333,1.007221528795299e+16
-910416.6666666665,-234375.0,9857119009006232.0
-910416.6666666665,-172916.6666666665,9646616199111976.0
-910416.6666666665,-111458.33333333302,9577452351172412.0
-910416.6666666665,-50000.0,9508784390885376.0
-848958.333333333,-3000000.0,2.6039041873987076e+16
-848958.333333333,-2938541.6666666665,2.5852348395621896e+16
-848958.333333333,-2877083.3333333335,2.5482967479793364e+16
-848958.333333333,-2815625.0,2.511886431509579e+16
-848958.333333333,-2754166.6666666665,2.4938768281829356e+16
-848958.333333333,-2692708.3333333335,2.45824406892021e+16
-848958.333333333,-2631250.0,2.4231204340529796e+16
-848958.333333333,-2569791.6666666665,2.3884986491614976e+16
-848958.333333333,-2508333.3333333335,2.354371543763542e+16
-848958.333333333,-2446875.0,2.3207320498294876e+16
-848958.333333333,-2385416.6666666665,2.3040929760558456e+16
-848958.333333333,-2323958.333333333,2.2711718672797576e+16
-848958.333333333,-2262500.0,2.23872113856834e+16
-848958.333333333,-2201041.6666666665,2.190912332586854e+16
-848958.333333333,-2139583.333333333,2.159608360060768e+16
-848958.333333333,-2078125.0,2.1287516617963696e+16
-848958.333333333,-2016666.6666666665,2.0983358470946524e+16
-848958.333333333,-1955208.3333333333,2.068354616567582e+16
-848958.333333333,-1893750.0,2.0241840573760556e+16
-848958.333333333,-1832291.6666666665,1.995262314968881e+16
-848958.333333333,-1770833.3333333333,1.952652671786827e+16
-848958.333333333,-1709375.0,1.92475297690564e+16
-848958.333333333,-1647916.6666666665,1.883649089489802e+16
-848958.333333333,-1586458.3333333333,1.843422992409122e+16
-848958.333333333,-1525000.0,1.8040559400917816e+16
-848958.333333333,-1463541.6666666665,1.765529587285397e+16
-848958.333333333,-1402083.3333333333,1.7278259805078654e+16
-848958.333333333,-1340625.0,1.6788040181225626e+16
