bx,by,m_5p
50000.0,-111458.33333333302,5956621435290138.0
50000.0,-50000.0,1607866549052572.8
111458.33333333334,-3000000.0,2.9427271762092892e+16
111458.33333333334,-2938541.6666666665,2.9216285514955068e+16
111458.33333333334,-2877083.3333333335,2.879884033220119e+16
111458.33333333334,-2815625.0,2.8592359782704936e+16
111458.33333333334,-2754166.6666666665,2.8183829312644516e+16
111458.33333333334,-2692708.3333333335,2.7981758239772996e+16
111458.33333333334,-2631250.0,2.778113596642543e+16
111458.33333333334,-2569791.6666666665,2.738419634264359e+16
111458.33333333334,-2508333.3333333335,2.7187858440036256e+16
111458.33333333334,-2446875.0,2.6992928231542824e+16
111458.33333333334,-2385416.6666666665,2.6799395624345096e+16
111458.33333333334,-2323958.333333333,2.6416483203860956e+16
111458.33333333334,-2262500.0,2.6227083564681984e+16
111458.33333333334,-2201041.6666666665,2.6039041873987076e+16
111458.33333333334,-2139583.333333333,2.5852348395621896e+16
111458.33333333334,-2078125.0,2.566699346323827e+16
111458.33333333334,-2016666.6666666665,2.5482967479793364e+16
111458.33333333334,-1955208.3333333333,2.530026091705238e+16
111458.33333333334,-1893750.0,2.511886431509579e+16
111458.33333333334,-1832291.6666666665,2.4938768281829356e+16
111458.33333333334,-1770833.3333333333,2.4759963492497816e+16
111458.33333333334,-1709375.0,2.45824406892021e+16
111458.33333333334,-1647916.6666666665,2.45824406892021e+16
111458.33333333334,-1586458.3333333333,2.4406190680419796e+16
111458.33333333334,-1525000.0,2.4406190680419796e+16
111458.33333333334,-1463541.6666666665,2.4406190680419796e+16
111458.33333333334,-1402083.3333333333,2.4231204340529796e+16
111458.33333333334,-1340625.0,2.4406190680419796e+16
111458.33333333334,-1279166.6666666665,2.4406190680419796e+16
111458.33333333334,-1217708.3333333333,2.4406190680419796e+16
111458.33333333334,-1156250.0,2.45824406892021e+16
111458.33333333334,-1094791.6666666665,2.4938768281829356e+16
111458.33333333334,-1033333.3333333333,2.511886431509579e+16
111458.33333333334,-971875.0,2.566699346323827e+16
111458.33333333334,-910416.6666666665,2.6227083564681984e+16
111458.33333333334,-848958.333333333,2.7187858440036256e+16
111458.33333333334,-787500.0,2.838735964758747e+16
111458.33333333334,-726041.6666666665,3.006941645465447e+16
111458.33333333334,-664583.333333333,3.278121151393471e+16
111458.33333333334,-603125.0,3.731427432234994e+16
111458.33333333334,-541666.6666666665,4.597269885308709e+16
111458.33333333334,-480208.333333333,6.780317017152501e+16
111458.33333333334,-418750.0,2.190912332586864e+17
111458.33333333334,-357291.6666666665,9.10699294212768e+16
111458.33333333334,-295833.333333333,2.8183829312644516e+16
111458.33333333334,-234375.0,1.31446794578943e+16
111458.33333333334,-172916.6666666665,6829281271733069.0
111458.33333333334,-111458.33333333302,3758374042884470.0
111458.33333333334,-50000.0,2271171867279779.5
172916.6666666667,-3000000.0,2.9639781652489836e+16
172916.6666666667,-2938541.6666666665,2.9427271762092892e+16
172916.6666666667,-2877083.3333333335,2.9216285514955068e+16
172916.6666666667,-2815625.0,2.879884033220119e+16
172916.6666666667,-2754166.6666666665,2.8592359782704936e+16
172916.6666666667,-2692708.3333333335,2.838735964758747e+16
172916.6666666667,-2631250.0,2.8183829312644516e+16
172916.6666666667,-2569791.6666666665,2.778113596642543e+16
172916.6666666667,-2508333.3333333335,2.758195210506822e+16
172916.6666666667,-2446875.0,2.738419634264359e+16
172916.6666666667,-2385416.6666666665,2.7187858440036256e+16
172916.6666666667,-2323958.333333333,2.6992928231542824e+16
172916.6666666667,-2262500.0,2.6799395624345096e+16
172916.6666666667,-2201041.6666666665,2.660725059798808e+16
172916.6666666667,-2139583.333333333,2.6416483203860956e+16
172916.6666666667,-2078125.0,2.6227083564681984e+16
172916.6666666667,-2016666.6666666665,2.6039041873987076e+16
172916.6666666667,-1955208.3333333333,2.5852348395621896e+16
172916.6666666667,-1893750.0,2.566699346323827e+16
172916.6666666667,-1832291.6666666665,2.566699346323827e+16
172916.6666666667,-1770833.3333333333,2.5482967479793364e+16
172916.6666666667,-1709375.0,2.5482967479793364e+16
172916.6666666667,-1647916.6666666665,2.530026091705238e+16
172916.6666666667,-1586458.3333333333,2.530026091705238e+16
172916.6666666667,-1525000.0,2.530026091705238e+16
172916.6666666667,-1463541.6666666665,2.530026091705238e+16
172916.6666666667,-1402083.3333333333,2.5482967479793364e+16
172916.6666666667,-1340625.0,2.566699346323827e+16
172916.6666666667,-1279166.6666666665,2.5852348395621896e+16
172916.6666666667,-1217708.3333333333,2.6227083564681984e+16
172916.6666666667,-1156250.0,2.660725059798808e+16
172916.6666666667,-1094791.6666666665,2.6992928231542824e+16
172916.6666666667,-1033333.3333333333,2.778113596642543e+16
172916.6666666667,-971875.0,2.879884033220119e+16
172916.6666666667,-910416.6666666665,3.006941645465447e+16
172916.6666666667,-848958.333333333,3.20811553282362e+16
172916.6666666667,-787500.0,3.4974378036641852e+16
172916.6666666667,-726041.6666666665,3.924189758484541e+16
172916.6666666667,-664583.333333333,4.697588816706486e+16
172916.6666666667,-603125.0,6.309573444801951e+16
172916.6666666667,-541666.6666666665,1.1631212760441822e+17
172916.6666666667,-480208.333333333,5.871512637925192e+17
172916.6666666667,-418750.0,6.540711597277768e+16
172916.6666666667,-357291.6666666665,2.838735964758747e+16
172916.6666666667,-295833.333333333,1.5510471498100838e+16
172916.6666666667,-234375.0,9239000699704386.0
172916.6666666667,-172916.6666666665,5787619883491240.0
172916.6666666667,-111458.33333333302,3840387080444015.5
172916.6666666667,-50000.0,2900681198693178.5
234375.0,-3000000.0,3.006941645465447e+16
234375.0,-2938541.6666666665,2.9853826189179564e+16
234375.0,-2877083.3333333335,2.9427271762092892e+16
234375.0,-2815625.0,2.9216285514955068e+16
234375.0,-2754166.6666666665,2.9006811986931508e+16
234375.0,-2692708.3333333335,2.879884033220119e+16
234375.0,-2631250.0,2.8592359782704936e+16
234375.0,-2569791.6666666665,2.8183829312644516e+16
234375.0,-2508333.3333333335,2.7981758239772996e+16
234375.0,-2446875.0,2.778113596642543e+16
234375.0,-2385416.6666666665,2.758195210506822e+16
234375.0,-2323958.333333333,2.738419634264359e+16
234375.0,-2262500.0,2.7187858440036256e+16
234375.0,-2201041.6666666665,2.6992928231542824e+16
234375.0,-2139583.333333333,2.6799395624345096e+16
234375.0,-2078125.0,2.660725059798808e+16
234375.0,-2016666.6666666665,2.660725059798808e+16
234375.0,-1955208.3333333333,2.6416483203860956e+16
234375.0,-1893750.0,2.6416483203860956e+16
234375.0,-1832291.6666666665,2.6227083564681984e+16
234375.0,-1770833.3333333333,2.6227083564681984e+16
234375.0,-1709375.0,2.6227083564681984e+16
234375.0,-1647916.6666666665,2.6227083564681984e+16
234375.0,-1586458.3333333333,2.6227083564681984e+16
234375.0,-1525000.0,2.6416483203860956e+16
234375.0,-1463541.6666666665,2.660725059798808e+16
234375.0,-1402083.3333333333,2.6799395624345096e+16
234375.0,-1340625.0,2.6992928231542824e+16
234375.0,-1279166.6666666665,2.738419634264359e+16
234375.0,-1217708.3333333333,2.7981758239772996e+16
234375.0,-1156250.0,2.879884033220119e+16
234375.0,-1094791.6666666665,2.9639781652489836e+16
234375.0,-1033333.3333333333,3.0947459267559412e+16
234375.0,-971875.0,3.278121151393471e+16
234375.0,-910416.6666666665,3.5226946514731016e+16
234375.0,-848958.333333333,3.868120546330514e+16
234375.0,-787500.0,4.434809814730881e+16
234375.0,-726041.6666666665,5.4638654988185224e+16
234375.0,-664583.333333333,7.662579616503317e+16
234375.0,-603125.0,1.5963385442879494e+17
234375.0,-541666.6666666665,3.5481338923357645e+17
234375.0,-480208.333333333,6.92827312472677e+16
234375.0,-418750.0,3.3256381995574324e+16
234375.0,-357291.6666666665,1.952652671786827e+16
234375.0,-295833.333333333,1.2409377607517272e+16
234375.0,-234375.0,8353625469578312.0
234375.0,-172916.6666666665,5913913935511939.0
234375.0,-111458.33333333302,4434809814730923.0
234375.0,-50000.0,3678112427301109.0
295833.3333333334,-3000000.0,3.0505278902670056e+16
295833.3333333334,-2938541.6666666665,3.006941645465447e+16
295833.3333333334,-2877083.3333333335,2.9853826189179564e+16
295833.3333333334,-2815625.0,2.9639781652489836e+16
295833.3333333334,-2754166.6666666665,2.9427271762092892e+16
295833.3333333334,-2692708.3333333335,2.9216285514955068e+16
295833.3333333334,-2631250.0,2.879884033220119e+16
295833.3333333334,-2569791.6666666665,2.8592359782704936e+16
295833.3333333334,-2508333.3333333335,2.838735964758747e+16
295833.3333333334,-2446875.0,2.8183829312644516e+16
295833.3333333334,-2385416.6666666665,2.7981758239772996e+16
295833.3333333334,-2323958.333333333,2.778113596642543e+16
295833.3333333334,-2262500.0,2.778113596642543e+16
295833.3333333334,-2201041.6666666665,2.758195210506822e+16
295833.3333333334,-2139583.333333333,2.738419634264359e+16
295833.3333333334,-2078125.0,2.7187858440036256e+16
295833.3333333334,-2016666.6666666665,2.7187858440036256e+16
295833.3333333334,-1955208.3333333333,2.6992928231542824e+16
295833.3333333334,-1893750.0,2.6992928231542824e+16
295833.3333333334,-1832291.6666666665,2.6992928231542824e+16
295833.3333333334,-1770833.3333333333,2.6992928231542824e+16
295833.3333333334,-1709375.0,2.6992928231542824e+16
295833.3333333334,-1647916.6666666665,2.7187858440036256e+16
295833.3333333334,-1586458.3333333333,2.738419634264359e+16
295833.3333333334,-1525000.0,2.758195210506822e+16
295833.3333333334,-1463541.6666666665,2.778113596642543e+16
295833.3333333334,-1402083.3333333333,2.8183829312644516e+16
295833.3333333334,-1340625.0,2.8592359782704936e+16
295833.3333333334,-1279166.6666666665,2.9216285514955068e+16
295833.3333333334,-1217708.3333333333,3.006941645465447e+16
295833.3333333334,-1156250.0,3.1170947235801332e+16
295833.3333333334,-1094791.6666666665,3.278121151393471e+16
295833.3333333334,-1033333.3333333333,3.4723620411959972e+16
295833.3333333334,-971875.0,3.7583740428844344e+16
295833.3333333334,-910416.6666666665,4.156712619977315e+16
295833.3333333334,-848958.333333333,4.800096849081084e+16
295833.3333333334,-787500.0,5.9139139355118824e+16
295833.3333333334,-726041.6666666665,8.353625469578232e+16
295833.3333333334,-664583.333333333,1.703138631671881e+17
295833.3333333334,-603125.0,4.869675251658639e+17
295833.3333333334,-541666.6666666665,8.597555737274779e+16
295833.3333333334,-480208.333333333,4.156712619977315e+16
295833.3333333334,-418750.0,2.4938768281829356e+16
295833.3333333334,-357291.6666666665,1.6548170999431896e+16
295833.3333333334,-295833.333333333,1.1547819846894616e+16
295833.3333333334,-234375.0,8474713008888112.0
295833.3333333334,-172916.6666666665,6447257261795367.0
295833.3333333334,-111458.33333333302,5232991146814998.0
295833.3333333334,-50000.0,4597269885308753.0
357291.6666666667,-3000000.0,3.072557365267443e+16
357291.6666666667,-2938541.6666666665,3.0505278902670056e+16
357291.6666666667,-2877083.3333333335,3.0286563611439496e+16
357291.6666666667,-2815625.0,3.006941645465447e+16
357291.6666666667,-2754166.6666666665,2.9853826189179564e+16
357291.6666666667,-2692708.3333333335,2.9639781652489836e+16
357291.6666666667,-2631250.0,2.9427271762092892e+16
357291.6666666667,-2569791.6666666665,2.9006811986931508e+16
357291.6666666667,-2508333.3333333335,2.879884033220119e+16
357291.6666666667,-2446875.0,2.879884033220119e+16
357291.6666666667,-2385416.6666666665,2.8592359782704936e+16
357291.6666666667,-2323958.333333333,2.838735964758747e+16
357291.6666666667,-2262500.0,2.8183829312644516e+16
357291.6666666667,-2201041.6666666665,2.7981758239772996e+16
357291.6666666667,-2139583.333333333,2.7981758239772996e+16
357291.6666666667,-2078125.0,2.778113596642543e+16
357291.6666666667,-2016666.6666666665,2.778113596642543e+16
357291.6666666667,-1955208.3333333333,2.778113596642543e+16
357291.6666666667,-1893750.0,2.778113596642543e+16
357291.6666666667,-1832291.6666666665,2.778113596642543e+16
357291.6666666667,-1770833.3333333333,2.778113596642543e+16
357291.6666666667,-1709375.0,2.7981758239772996e+16
357291.6666666667,-1647916.6666666665,2.8183829312644516e+16
357291.6666666667,-1586458.3333333333,2.838735964758747e+16
357291.6666666667,-1525000.0,2.879884033220119e+16
357291.6666666667,-1463541.6666666665,2.9216285514955068e+16
357291.6666666667,-1402083.3333333333,2.9639781652489836e+16
357291.6666666667,-1340625.0,3.0505278902670056e+16
357291.6666666667,-1279166.6666666665,3.1396049128841308e+16
357291.6666666667,-1217708.3333333333,3.254617834980454e+16
357291.6666666667,-1156250.0,3.4227485882424136e+16
357291.6666666667,-1094791.6666666665,3.6255591924410824e+16
357291.6666666667,-1033333.3333333333,3.924189758484541e+16
357291.6666666667,-971875.0,4.340102636447427e+16
357291.6666666667,-910416.6666666665,5.0118723362727064e+16
357291.6666666667,-848958.333333333,6.130557921498226e+16
357291.6666666667,-787500.0,8.413951416451965e+16
357291.6666666667,-726041.6666666665,1.539926526059491e+17
357291.6666666667,-664583.333333333,1.2232071190499287e+18
357291.6666666667,-603125.0,1.1970850304957366e+17
357291.6666666667,-541666.6666666665,5.4638654988185224e+16
357291.6666666667,-480208.333333333,3.254617834980454e+16
357291.6666666667,-418750.0,2.175204034019523e+16
357291.6666666667,-357291.6666666665,1.5510471498100838e+16
357291.6666666667,-295833.333333333,1.1547819846894616e+16
357291.6666666667,-234375.0,8976871324473161.0
357291.6666666667,-172916.6666666665,7286181745132312.0
357291.6666666667,-111458.33333333302,6174829922059612.0
357291.6666666667,-50000.0,5623413251903524.0
418750.0,-3000000.0,3.1170947235801332e+16
418750.0,-2938541.6666666665,3.0947459267559412e+16
418750.0,-2877083.3333333335,3.072557365267443e+16
418750.0,-2815625.0,3.0505278902670056e+16
418750.0,-2754166.6666666665,3.0286563611439496e+16
418750.0,-2692708.3333333335,3.006941645465447e+16
418750.0,-2631250.0,2.9853826189179564e+16
418750.0,-2569791.6666666665,2.9639781652489836e+16
418750.0,-2508333.3333333335,2.9427271762092892e+16
418750.0,-2446875.0,2.9216285514955068e+16
418750.0,-2385416.6666666665,2.9006811986931508e+16
418750.0,-2323958.333333333,2.879884033220119e+16
418750.0,-2262500.0,2.879884033220119e+16
418750.0,-2201041.6666666665,2.8592359782704936e+16
418750.0,-2139583.333333333,2.8592359782704936e+16
418750.0,-2078125.0,2.838735964758747e+16
418750.0,-2016666.6666666665,2.838735964758747e+16
418750.0,-1955208.3333333333,2.838735964758747e+16
418750.0,-1893750.0,2.8592359782704936e+16
418750.0,-1832291.6666666665,2.8592359782704936e+16
418750.0,-1770833.3333333333,2.879884033220119e+16
418750.0,-1709375.0,2.9006811986931508e+16
418750.0,-1647916.6666666665,2.9216285514955068e+16
418750.0,-1586458.3333333333,2.9639781652489836e+16
418750.0,-1525000.0,3.006941645465447e+16
418750.0,-1463541.6666666665,3.0505278902670056e+16
418750.0,-1402083.3333333333,3.1396049128841308e+16
418750.0,-1340625.0,3.231283031522541e+16
418750.0,-1279166.6666666665,3.3496543915782716e+16
418750.0,-1217708.3333333333,3.5226946514731016e+16
418750.0,-1156250.0,3.731427432234994e+16
418750.0,-1094791.6666666665,4.038778168243236e+16
418750.0,-1033333.3333333333,4.434809814730881e+16
418750.0,-971875.0,5.084520468600904e+16
418750.0,-910416.6666666665,6.130557921498226e+16
418750.0,-848958.333333333,8.058421877614862e+16
418750.0,-787500.0,1.3144679457894174e+17
418750.0,-726041.6666666665,4.940262207658623e+17
418750.0,-664583.333333333,1.9809567785503526e+17
418750.0,-603125.0,7.553095919585826e+16
418750.0,-541666.6666666665,4.340102636447427e+16
418750.0,-480208.333333333,2.8592359782704936e+16
418750.0,-418750.0,2.053525026457147e+16
418750.0,-357291.6666666665,1.5399265260594946e+16
418750.0,-295833.333333333,1.2057298145138734e+16
418750.0,-234375.0,9716279515771096.0
418750.0,-172916.6666666665,8175230379436535.0
418750.0,-111458.33333333302,7233941627366744.0
418750.0,-50000.0,6683439175686180.0
480208.3333333334,-3000000.0,3.162277660168375e+16
480208.3333333334,-2938541.6666666665,3.1396049128841308e+16
480208.3333333334,-2877083.3333333335,3.1170947235801332e+16
480208.3333333334,-2815625.0,3.0947459267559412e+16
480208.3333333334,-2754166.6666666665,3.072557365267443e+16
480208.3333333334,-2692708.3333333335,3.0505278902670056e+16
480208.3333333334,-2631250.0,3.0286563611439496e+16
480208.3333333334,-2569791.6666666665,3.006941645465447e+16
480208.3333333334,-2508333.3333333335,2.9853826189179564e+16
480208.3333333334,-2446875.0,2.9639781652489836e+16
480208.3333333334,-2385416.6666666665,2.9639781652489836e+16
480208.3333333334,-2323958.333333333,2.9427271762092892e+16
480208.3333333334,-2262500.0,2.9216285514955068e+16
480208.3333333334,-2201041.6666666665,2.9216285514955068e+16
480208.3333333334,-2139583.333333333,2.9216285514955068e+16
480208.3333333334,-2078125.0,2.9216285514955068e+16
480208.3333333334,-2016666.6666666665,2.9216285514955068e+16
480208.3333333334,-1955208.3333333333,2.9216285514955068e+16
480208.3333333334,-1893750.0,2.9216285514955068e+16
480208.3333333334,-1832291.6666666665,2.9427271762092892e+16
480208.3333333334,-1770833.3333333333,2.9639781652489836e+16
480208.3333333334,-1709375.0,2.9853826189179564e+16
480208.3333333334,-1647916.6666666665,3.0286563611439496e+16
480208.3333333334,-1586458.3333333333,3.072557365267443e+16
480208.3333333334,-1525000.0,3.1396049128841308e+16
480208.3333333334,-1463541.6666666665,3.20811553282362e+16
480208.3333333334,-1402083.3333333333,3.3017941976827268e+16
480208.3333333334,-1340625.0,3.4227485882424136e+16
480208.3333333334,-1279166.6666666665,3.5995648313608764e+16
480208.3333333334,-1217708.3333333333,3.812852456636167e+16
480208.3333333334,-1156250.0,4.0973210981354056e+16
480208.3333333334,-1094791.6666666665,4.4990933057406616e+16
480208.3333333334,-1033333.3333333333,5.084520468600904e+16
480208.3333333334,-971875.0,5.999637348507703e+16
480208.3333333334,-910416.6666666665,7.607640819262744e+16
480208.3333333334,-848958.333333333,1.1139738599947971e+17
480208.3333333334,-787500.0,2.4582440689202214e+17
480208.3333333334,-726041.6666666665,5.0845204686009274e+17
480208.3333333334,-664583.333333333,1.1465024839874653e+17
480208.3333333334,-603125.0,5.956621435290081e+16
480208.3333333334,-541666.6666666665,3.812852456636167e+16
480208.3333333334,-480208.333333333,2.6992928231542824e+16
480208.3333333334,-418750.0,2.0241840573760556e+16
480208.3333333334,-357291.6666666665,1.5735299009709954e+16
480208.3333333334,-295833.333333333,1.2771737975811416e+16
480208.3333333334,-234375.0,1.0669031564551842e+16
480208.3333333334,-172916.6666666665,9239000699704386.0
480208.3333333334,-111458.33333333302,8353625469578312.0
480208.3333333334,-50000.0,7829787941891087.0
541666.6666666667,-3000000.0,3.20811553282362e+16
541666.6666666667,-2938541.6666666665,3.1851141393500012e+16
541666.6666666667,-2877083.3333333335,3.162277660168375e+16
541666.6666666667,-2815625.0,3.1396049128841308e+16
541666.6666666667,-2754166.6666666665,3.1170947235801332e+16
541666.6666666667,-2692708.3333333335,3.0947459267559412e+16
541666.6666666667,-2631250.0,3.072557365267443e+16
541666.6666666667,-2569791.6666666665,3.0505278902670056e+16
541666.6666666667,-2508333.3333333335,3.0286563611439496e+16
541666.6666666667,-2446875.0,3.0286563611439496e+16
541666.6666666667,-2385416.6666666665,3.006941645465447e+16
541666.6666666667,-2323958.333333333,3.006941645465447e+16
541666.6666666667,-2262500.0,2.9853826189179564e+16
541666.6666666667,-2201041.6666666665,2.9853826189179564e+16
541666.6666666667,-2139583.333333333,2.9853826189179564e+16
541666.6666666667,-2078125.0,2.9853826189179564e+16
541666.6666666667,-2016666.6666666665,2.9853826189179564e+16
541666.6666666667,-1955208.3333333333,2.9853826189179564e+16
541666.6666666667,-1893750.0,3.006941645465447e+16
541666.6666666667,-1832291.6666666665,3.0286563611439496e+16
541666.6666666667,-1770833.3333333333,3.0505278902670056e+16
541666.6666666667,-1709375.0,3.0947459267559412e+16
541666.6666666667,-1647916.6666666665,3.1396049128841308e+16
541666.6666666667,-1586458.3333333333,3.20811553282362e+16
541666.6666666667,-1525000.0,3.278121151393471e+16
541666.6666666667,-1463541.6666666665,3.3738440172213424e+16
541666.6666666667,-1402083.3333333333,3.4974378036641852e+16
541666.6666666667,-1340625.0,3.6517412725483704e+16
541666.6666666667,-1279166.6666666665,3.8403870804439784e+16
541666.6666666667,-1217708.3333333333,4.126910020429191e+16
541666.6666666667,-1156250.0,4.4990933057406616e+16
541666.6666666667,-1094791.6666666665,5.0118723362727064e+16
541666.6666666667,-1033333.3333333333,5.787619883491184e+16
541666.6666666667,-971875.0,7.079457843841397e+16
541666.6666666667,-910416.6666666665,9.646616199112021e+16
541666.6666666667,-848958.333333333,1.642952471361955e+17
541666.6666666667,-787500.0,7.829787941891048e+17
541666.6666666667,-726041.6666666665,2.0832912989900173e+17
541666.6666666667,-664583.333333333,8.7221790965691e+16
541666.6666666667,-603125.0,5.232991146814948e+16
541666.6666666667,-541666.6666666665,3.573756843408815e+16
541666.6666666667,-480208.333333333,2.6416483203860956e+16
541666.6666666667,-418750.0,2.0388017608333748e+16
541666.6666666667,-357291.6666666665,1.6429524713619472e+16
541666.6666666667,-295833.333333333,1.372460961007565e+16
541666.6666666667,-234375.0,1.1715207898315674e+16
541666.6666666667,-172916.6666666665,1.036632928437707e+16
541666.6666666667,-111458.33333333302,9508784390885376.0
541666.6666666667,-50000.0,9041698059234508.0
603125.0,-3000000.0,3.254617834980454e+16
603125.0,-2938541.6666666665,3.231283031522541e+16
603125.0,-2877083.3333333335,3.20811553282362e+16
603125.0,-2815625.0,3.1851141393500012e+16
603125.0,-2754166.6666666665,3.162277660168375e+16
603125.0,-2692708.3333333335,3.1396049128841308e+16
603125.0,-2631250.0,3.1170947235801332e+16
603125.0,-2569791.6666666665,3.0947459267559412e+16
603125.0,-2508333.3333333335,3.0947459267559412e+16
603125.0,-2446875.0,3.072557365267443e+16
603125.0,-2385416.6666666665,3.072557365267443e+16
603125.0,-2323958.333333333,3.0505278902670056e+16
603125.0,-2262500.0,3.0505278902670056e+16
603125.0,-2201041.6666666665,3.0505278902670056e+16
603125.0,-2139583.333333333,3.0505278902670056e+16
603125.0,-2078125.0,3.0505278902670056e+16
603125.0,-2016666.6666666665,3.0505278902670056e+16
603125.0,-1955208.3333333333,3.072557365267443e+16
603125.0,-1893750.0,3.0947459267559412e+16
603125.0,-1832291.6666666665,3.1170947235801332e+16
603125.0,-1770833.3333333333,3.162277660168375e+16
603125.0,-1709375.0,3.20811553282362e+16
603125.0,-1647916.6666666665,3.254617834980454e+16
603125.0,-1586458.3333333333,3.3256381995574324e+16
603125.0,-1525000.0,3.4227485882424136e+16
603125.0,-1463541.6666666665,3.5481338923357484e+16
603125.0,-1402083.3333333333,3.704674022107163e+16
603125.0,-1340625.0,3.868120546330514e+16
603125.0,-1279166.6666666665,4.126910020429191e+16
603125.0,-1217708.3333333333,4.466835921509619e+16
603125.0,-1156250.0,4.9402622076586e+16
603125.0,-1094791.6666666665,5.5830947722388824e+16
603125.0,-1033333.3333333333,6.635520572797881e+16
603125.0,-971875.0,8.474713008888152e+16
603125.0,-910416.6666666665,1.2409377607517154e+17
603125.0,-848958.333333333,2.6607250597988205e+17
603125.0,-787500.0,6.978305848598689e+17
603125.0,-726041.6666666665,1.4330125702369672e+17
603125.0,-664583.333333333,7.445176536579554e+16
603125.0,-603125.0,4.834760886696931e+16
603125.0,-541666.6666666665,3.4723620411959972e+16
603125.0,-480208.333333333,2.6416483203860956e+16
603125.0,-418750.0,2.1134890398366476e+16
603125.0,-357291.6666666665,1.7403035255793752e+16
603125.0,-295833.333333333,1.4748572927641326e+16
603125.0,-234375.0,1.2863969449369708e+16
603125.0,-172916.6666666665,1.1631212760441932e+16
603125.0,-111458.33333333302,1.074607828321317e+16
603125.0,-50000.0,1.0292005271944316e+16
664583.3333333334,-3000000.0,3.3017941976827268e+16
664583.3333333334,-2938541.6666666665,3.278121151393471e+16
664583.3333333334,-2877083.3333333335,3.254617834980454e+16
664583.3333333334,-2815625.0,3.231283031522541e+16
664583.3333333334,-2754166.6666666665,3.20811553282362e+16
664583.3333333334,-2692708.3333333335,3.1851141393500012e+16
664583.3333333334,-2631250.0,3.162277660168375e+16
664583.3333333334,-2569791.6666666665,3.162277660168375e+16
664583.3333333334,-2508333.3333333335,3.1396049128841308e+16
664583.3333333334,-2446875.0,3.1396049128841308e+16
664583.3333333334,-2385416.6666666665,3.1170947235801332e+16
664583.3333333334,-2323958.333333333,3.1170947235801332e+16
664583.3333333334,-2262500.0,3.1170947235801332e+16
664583.3333333334,-2201041.6666666665,3.1170947235801332e+16
664583.3333333334,-2139583.333333333,3.1170947235801332e+16
664583.3333333334,-2078125.0,3.1170947235801332e+16
664583.3333333334,-2016666.6666666665,3.1396049128841308e+16
664583.3333333334,-1955208.3333333333,3.162277660168375e+16
664583.3333333334,-1893750.0,3.1851141393500012e+16
664583.3333333334,-1832291.6666666665,3.20811553282362e+16
664583.3333333334,-1770833.3333333333,3.254617834980454e+16
664583.3333333334,-1709375.0,3.3256381995574324e+16
664583.3333333334,-1647916.6666666665,3.398208328942542e+16
664583.3333333334,-1586458.3333333333,3.4723620411959972e+16
664583.3333333334,-1525000.0,3.573756843408815e+16
664583.3333333334,-1463541.6666666665,3.731427432234994e+16
664583.3333333334,-1402083.3333333333,3.8960542902395416e+16
664583.3333333334,-1340625.0,4.126910020429191e+16
664583.3333333334,-1279166.6666666665,4.434809814730881e+16
664583.3333333334,-1217708.3333333333,4.834760886696931e+16
664583.3333333334,-1156250.0,5.385797247105681e+16
664583.3333333334,-1094791.6666666665,6.219421634147758e+16
664583.3333333334,-1033333.3333333333,7.607640819262744e+16
664583.3333333334,-971875.0,1.0144952080687406e+17
664583.3333333334,-910416.6666666665,1.642952471361955e+17
664583.3333333334,-848958.333333333,5.270781343067223e+17
664583.3333333334,-787500.0,3.185114139350016e+17
664583.3333333334,-726041.6666666665,1.1715207898315562e+17
664583.3333333334,-664583.333333333,6.8292812717331e+16
664583.3333333334,-603125.0,4.66390826884441e+16
664583.3333333334,-541666.6666666665,3.4723620411959972e+16
664583.3333333334,-480208.333333333,2.7187858440036256e+16
664583.3333333334,-418750.0,2.206734069084598e+16
664583.3333333334,-357291.6666666665,1.8567353246307144e+16
664583.3333333334,-295833.333333333,1.5963385442879418e+16
664583.3333333334,-234375.0,1.4227382251756866e+16
664583.3333333334,-172916.6666666665,1.2956866975170226e+16
664583.3333333334,-111458.33333333302,1.2144370270887316e+16
664583.3333333334,-50000.0,1.1631212760441932e+16
726041.6666666667,-3000000.0,3.3496543915782716e+16
726041.6666666667,-2938541.6666666665,3.3256381995574324e+16
726041.6666666667,-2877083.3333333335,3.3017941976827268e+16
726041.6666666667,-2815625.0,3.278121151393471e+16
726041.6666666667,-2754166.6666666665,3.254617834980454e+16
726041.6666666667,-2692708.3333333335,3.231283031522541e+16
726041.6666666667,-2631250.0,3.231283031522541e+16
726041.6666666667,-2569791.6666666665,3.20811553282362e+16
726041.6666666667,-2508333.3333333335,3.20811553282362e+16
726041.6666666667,-2446875.0,3.1851141393500012e+16
726041.6666666667,-2385416.6666666665,3.1851141393500012e+16
726041.6666666667,-2323958.333333333,3.1851141393500012e+16
726041.6666666667,-2262500.0,3.1851141393500012e+16
726041.6666666667,-2201041.6666666665,3.1851141393500012e+16
726041.6666666667,-2139583.333333333,3.1851141393500012e+16
726041.6666666667,-2078125.0,3.20811553282362e+16
726041.6666666667,-2016666.6666666665,3.20811553282362e+16
726041.6666666667,-1955208.3333333333,3.231283031522541e+16
726041.6666666667,-1893750.0,3.278121151393471e+16
726041.6666666667,-1832291.6666666665,3.3256381995574324e+16
726041.6666666667,-1770833.3333333333,3.3738440172213424e+16
726041.6666666667,-1709375.0,3.4227485882424136e+16
726041.6666666667,-1647916.6666666665,3.5226946514731016e+16
726041.6666666667,-1586458.3333333333,3.6255591924410824e+16
