v,b,m_5p
1598.8894048753466,141490.29714242753,1797678043490207.0
1598.8894048753466,151660.327811967,1927784986797118.0
1598.8894048753466,162561.35930565,2067076003450550.0
1598.8894048753466,174245.93445468854,2216431413930645.5
1598.8894048753466,186770.37276060946,2376311229475357.0
1598.8894048753466,200195.04185452432,2547723797740460.5
1598.8894048753466,214584.64846833175,2731193933130411.5
1598.8894048753466,230008.55032033296,2927711781023337.0
1598.8894048753466,246541.0904185383,3138193275747220.0
1598.8894048753466,264261.9553930058,3363428706844135.5
1598.8894048753466,283256.5595843736,3604424537224371.0
1598.8894048753466,303616.4567398761,3862471023805471.5
1598.8894048753466,325439.781301229,4138293501837737.5
1598.8894048753466,348831.72141137073,4433065024044541.0
1598.8894048753466,373905.0259199532,4748566233859624.0
1598.8894048753466,400780.54783134663,5085378026826699.0
1598.8894048753466,429587.8268145607,5445161211736453.0
1598.8894048753466,460465.7135827752,5829087653102861.0
1598.8894048753466,493563.0391519924,6239031631761598.0
1598.8894048753466,529039.3322046124,6676304447558946.0
1598.8894048753466,567065.5880156212,7142617966710694.0
1598.8894048753466,607825.0926476188,7639783556139607.0
1598.8894048753466,651514.3063872679,8169258095990056.0
1598.8894048753466,698343.81068135,8732972837845742.0
1598.8894048753466,748539.3231366203,9332962723939178.0
1598.8894048753466,802342.7854757563,9970810646685418.0
1598.8894048753466,860013.5296933495,1.064925768379647e+16
1598.8894048753466,921829.5280327708,1.1370672021440344e+16
1598.8894048753466,988088.7328087935,1.213686287781153e+16
1598.8894048753466,1059110.5125339176,1.2950313247492136e+16
1598.8894048753466,1135237.1912704774,1.3814400135945566e+16
1598.8894048753466,1216835.6986281993,1.4731172147769324e+16
1598.8894048753466,1304299.3383602048,1.5703486798111958e+16
1598.8894048753466,1398049.6840820087,1.6736214237814932e+16
1598.8894048753466,1498538.6112509272,1.7831845353028872e+16
1598.8894048753466,1606250.4751999467,1.8993862128556696e+16
1598.8894048753466,1721704.445724173,2.0227053221750532e+16
1598.8894048753466,1845457.0094725697,2.1537888533629864e+16
1598.8894048753466,1978104.6522064032,2.2928517569082624e+16
1598.8894048753466,2120286.7338529434,2.440893484497616e+16
1598.8894048753466,2272688.570212054,2.5982016340023776e+16
1598.8894048753466,2436044.736169517,2.7658032910669524e+16
1598.8894048753466,2611142.6063384903,2.944547433210544e+16
1598.8894048753466,2798826.1501950226,3.1351956538910908e+16
1598.8894048753466,3000000.0,3.339313756395765e+16
1856.2506280895448,100000.0,1466589575631952.8
1856.2506280895448,107187.79370383405,1573883767561031.0
1856.2506280895448,114892.2311909571,1688837604501207.8
1856.2506280895448,123150.44775069517,1811881884280299.0
1856.2506280895448,132002.24788036308,1943563045174202.0
1856.2506280895448,141490.29714242753,2084697131167234.5
1856.2506280895448,151660.327811967,2235828442233799.0
1856.2506280895448,162561.35930565,2397646519409016.0
1856.2506280895448,174245.93445468854,2571176179461551.0
1856.2506280895448,186770.37276060946,2757110051612654.0
1856.2506280895448,200195.04185452432,2956157296554603.5
1856.2506280895448,214584.64846833175,3169574590198791.0
1856.2506280895448,230008.55032033296,3398208328942574.5
1856.2506280895448,246541.0904185383,3642924707832349.5
1856.2506280895448,264261.9553930058,3905263933911030.0
1856.2506280895448,283256.5595843736,4186024422504434.0
1856.2506280895448,303616.4567398761,4486465132345866.0
1856.2506280895448,325439.781301229,4808198868091303.0
1856.2506280895448,348831.72141137073,5152135836189294.0
1856.2506280895448,373905.0259199532,5520364742242124.0
1856.2506280895448,400780.54783134663,5913913935511939.0
1856.2506280895448,429587.8268145607,6334451048955057.0
1856.2506280895448,460465.7135827752,6784129674858168.0
1856.2506280895448,493563.0391519924,7264097096824696.0
1856.2506280895448,529039.3322046124,7776709899432594.0
1856.2506280895448,567065.5880156212,8324092815790046.0
1856.2506280895448,607825.0926476188,8908001334791607.0
1856.2506280895448,651514.3063872679,9530190074634640.0
1856.2506280895448,698343.81068135,1.0193543846025868e+16
1856.2506280895448,748539.3231366203,1.0900619288376884e+16
1856.2506280895448,802342.7854757563,1.1653465053093586e+16
1856.2506280895448,860013.5296933495,1.2454104342786314e+16
1856.2506280895448,921829.5280327708,1.330675821020835e+16
1856.2506280895448,988088.7328087935,1.4212993154838836e+16
1856.2506280895448,1059110.5125339176,1.5175826184819426e+16
1856.2506280895448,1135237.1912704774,1.6199330660335646e+16
1856.2506280895448,1216835.6986281993,1.7286031994698538e+16
1856.2506280895448,1304299.3383602048,1.8440448704695292e+16
1856.2506280895448,1398049.6840820087,1.9664221513616988e+16
1856.2506280895448,1498538.6112509272,2.0964493531065504e+16
1856.2506280895448,1606250.4751999467,2.234320693448667e+16
1856.2506280895448,1721704.445724173,2.380723639831468e+16
1856.2506280895448,1845457.0094725697,2.5360066651388404e+16
1856.2506280895448,1978104.6522064032,2.7008106695257868e+16
1856.2506280895448,2120286.7338529434,2.8756778639654804e+16
1856.2506280895448,2272688.570212054,3.061522813436734e+16
1856.2506280895448,2436044.736169517,3.2591950462750852e+16
1856.2506280895448,2611142.6063384903,3.4692402386855456e+16
1856.2506280895448,2798826.1501950226,3.693029803417275e+16
1856.2506280895448,3000000.0,3.931476318980095e+16
2155.037355164324,100000.0,1697499168867229.8
2155.037355164324,107187.79370383405,1822198576892082.0
2155.037355164324,114892.2311909571,1955838576560385.8
2155.037355164324,123150.44775069517,2099043719911735.0
2155.037355164324,132002.24788036308,2252354361067216.0
2155.037355164324,141490.29714242753,2416454994204581.0
2155.037355164324,151660.327811967,2592220107148068.0
2155.037355164324,162561.35930565,2780457178450436.0
2155.037355164324,174245.93445468854,2982028012151528.5
2155.037355164324,186770.37276060946,3198032054864806.0
2155.037355164324,200195.04185452432,3429296830874344.5
2155.037355164324,214584.64846833175,3677285453207297.0
2155.037355164324,230008.55032033296,3942985639073414.5
2155.037355164324,246541.0904185383,4227646176234178.5
2155.037355164324,264261.9553930058,4532602732343387.0
2155.037355164324,283256.5595843736,4859010656824618.0
2155.037355164324,303616.4567398761,5208924310674993.0
2155.037355164324,325439.781301229,5583408637281455.0
2155.037355164324,348831.72141137073,5984479273426139.0
2155.037355164324,373905.0259199532,6413638715510954.0
2155.037355164324,400780.54783134663,6872801314046651.0
2155.037355164324,429587.8268145607,7363594145314616.0
2155.037355164324,460465.7135827752,7888991431795822.0
2155.037355164324,493563.0391519924,8450450902264246.0
2155.037355164324,529039.3322046124,9050343003509348.0
2155.037355164324,567065.5880156212,9691186539843192.0
2155.037355164324,607825.0926476188,1.0375074189824628e+16
2155.037355164324,651514.3063872679,1.1105973698409298e+16
2155.037355164324,698343.81068135,1.1885022274370218e+16
2155.037355164324,748539.3231366203,1.271585898643412e+16
2155.037355164324,802342.7854757563,1.36017174826987e+16
2155.037355164324,860013.5296933495,1.4545200980791584e+16
2155.037355164324,921829.5280327708,1.5550632100348268e+16
2155.037355164324,988088.7328087935,1.661995650219004e+16
2155.037355164324,1059110.5125339176,1.7757819956513134e+16
2155.037355164324,1135237.1912704774,1.8968253440622564e+16
2155.037355164324,1216835.6986281993,2.025436139197318e+16
2155.037355164324,1304299.3383602048,2.162159336270006e+16
2155.037355164324,1398049.6840820087,2.307333393496115e+16
2155.037355164324,1498538.6112509272,2.461424524751839e+16
2155.037355164324,1606250.4751999467,2.6250684056340372e+16
2155.037355164324,1721704.445724173,2.7986477659647016e+16
2155.037355164324,1845457.0094725697,2.982866310287332e+16
2155.037355164324,1978104.6522064032,3.17831740098012e+16
2155.037355164324,2120286.7338529434,3.385813918266559e+16
2155.037355164324,2272688.570212054,3.606045896741435e+16
2155.037355164324,2436044.736169517,3.8397394677171544e+16
2155.037355164324,2611142.6063384903,4.0878883290005576e+16
2155.037355164324,2798826.1501950226,4.35182953173822e+16
2155.037355164324,3000000.0,4.63229168829926e+16
2501.917538437926,100000.0,1965538003638425.0
2501.917538437926,107187.79370383405,2109097610660764.8
2501.917538437926,114892.2311909571,2263778778544142.0
2501.917538437926,123150.44775069517,2429940855943097.5
2501.917538437926,132002.24788036308,2608299282308330.5
2501.917538437926,141490.29714242753,2799277145769371.5
2501.917538437926,151660.327811967,3003731664709924.0
2501.917538437926,162561.35930565,3222756841754947.5
2501.917538437926,174245.93445468854,3457169740666383.5
2501.917538437926,186770.37276060946,3708216133364149.0
2501.917538437926,200195.04185452432,3977268960927957.5
2501.917538437926,214584.64846833175,4265363563331988.0
2501.917538437926,230008.55032033296,4574069239149450.0
2501.917538437926,246541.0904185383,4904841751712289.0
2501.917538437926,264261.9553930058,5259238325396062.0
2501.917538437926,283256.5595843736,5638924619946080.0
2501.917538437926,303616.4567398761,6045682177360680.0
2501.917538437926,325439.781301229,6481416372875970.0
2501.917538437926,348831.72141137073,6947774320381977.0
2501.917538437926,373905.0259199532,7447688164113307.0
2501.917538437926,400780.54783134663,7982674804683148.0
2501.917538437926,429587.8268145607,8555128999776615.0
2501.917538437926,460465.7135827752,9167604294470944.0
2501.917538437926,493563.0391519924,9822823218779256.0
2501.917538437926,529039.3322046124,1.0523688117480256e+16
2501.917538437926,567065.5880156212,1.12726589344597e+16
2501.917538437926,607825.0926476188,1.2073576480226052e+16
2501.917538437926,651514.3063872679,1.2928491420442682e+16
2501.917538437926,698343.81068135,1.3841607291049778e+16
2501.917538437926,748539.3231366203,1.481671588130664e+16
2501.917538437926,802342.7854757563,1.5856952547883816e+16
2501.917538437926,860013.5296933495,1.6966405548745176e+16
2501.917538437926,921829.5280327708,1.8148381105603948e+16
2501.917538437926,988088.7328087935,1.9408335065623824e+16
2501.917538437926,1059110.5125339176,2.0751094856219176e+16
2501.917538437926,1135237.1912704774,2.2179270907962584e+16
2501.917538437926,1216835.6986281993,2.369907772546896e+16
2501.917538437926,1304299.3383602048,2.5314487572605144e+16
2501.917538437926,1398049.6840820087,2.7033929674063572e+16
2501.917538437926,1498538.6112509272,2.885880344961584e+16
2501.917538437926,1606250.4751999467,3.079820395088411e+16
2501.917538437926,1721704.445724173,3.2856853893394748e+16
2501.917538437926,1845457.0094725697,3.5043259299567172e+16
2501.917538437926,1978104.6522064032,3.736255122165052e+16
2501.917538437926,2120286.7338529434,3.982190851624727e+16
2501.917538437926,2272688.570212054,4.2433608084852136e+16
2501.917538437926,2436044.736169517,4.520388706667637e+16
2501.917538437926,2611142.6063384903,4.81469032840015e+16
2501.917538437926,2798826.1501950226,5.126711364239663e+16
2501.917538437926,3000000.0,5.458339528628158e+16
2904.6324204742104,100000.0,2282691731126319.0
2904.6324204742104,107187.79370383405,2444875992148055.5
2904.6324204742104,114892.2311909571,2621529127674128.0
2904.6324204742104,123150.44775069517,2812684978266049.0
2904.6324204742104,132002.24788036308,3018967226715406.0
2904.6324204742104,141490.29714242753,3240560374749509.5
2904.6324204742104,151660.327811967,3478418529843358.5
2904.6324204742104,162561.35930565,3733105920802910.0
2904.6324204742104,174245.93445468854,4005990923255934.0
2904.6324204742104,186770.37276060946,4298098531107656.5
2904.6324204742104,200195.04185452432,4610987504537589.0
2904.6324204742104,214584.64846833175,4945819713142281.0
2904.6324204742104,230008.55032033296,5304667938430162.0
2904.6324204742104,246541.0904185383,5688913061307364.0
2904.6324204742104,264261.9553930058,6100648128009575.0
2904.6324204742104,283256.5595843736,6541814757559537.0
2904.6324204742104,303616.4567398761,7014489892275899.0
2904.6324204742104,325439.781301229,7520895099755487.0
2904.6324204742104,348831.72141137073,8063859805944172.0
2904.6324204742104,373905.0259199532,8645051367493496.0
2904.6324204742104,400780.54783134663,9267610510778170.0
2904.6324204742104,429587.8268145607,9933885287370190.0
2904.6324204742104,460465.7135827752,1.0647461876586728e+16
2904.6324204742104,493563.0391519924,1.1411654982344522e+16
2904.6324204742104,529039.3322046124,1.2228633516326268e+16
2904.6324204742104,567065.5880156212,1.310336421091094e+16
2904.6324204742104,607825.0926476188,1.4038297867536772e+16
2904.6324204742104,651514.3063872679,1.503824879652929e+16
2904.6324204742104,698343.81068135,1.610670987468029e+16
2904.6324204742104,748539.3231366203,1.7248175563214816e+16
2904.6324204742104,802342.7854757563,1.84663828801865e+16
2904.6324204742104,860013.5296933495,1.976840726264498e+16
2904.6324204742104,921829.5280327708,2.1156287157161824e+16
2904.6324204742104,988088.7328087935,2.2637787785441204e+16
2904.6324204742104,1059110.5125339176,2.421622512204202e+16
2904.6324204742104,1135237.1912704774,2.5897440022793224e+16
2904.6324204742104,1216835.6986281993,2.7689146576929844e+16
2904.6324204742104,1304299.3383602048,2.95964917363464e+16
2904.6324204742104,1398049.6840820087,3.1626332179195228e+16
2904.6324204742104,1498538.6112509272,3.3785889051697496e+16
2904.6324204742104,1606250.4751999467,3.608073621793333e+16
2904.6324204742104,1721704.445724173,3.8518462657811496e+16
2904.6324204742104,1845457.0094725697,4.110933293272532e+16
2904.6324204742104,1978104.6522064032,4.3859677065691544e+16
2904.6324204742104,2120286.7338529434,4.677824727818142e+16
2904.6324204742104,2272688.570212054,4.987700769029754e+16
2904.6324204742104,2436044.736169517,5.316310665373442e+16
2904.6324204742104,2611142.6063384903,5.6652966583624504e+16
2904.6324204742104,2798826.1501950226,6.035494946492262e+16
2904.6324204742104,3000000.0,6.42843813478292e+16
3372.1692935321316,100000.0,2671516202604641.5
3372.1692935321316,107187.79370383405,2848967532852694.0
3372.1692935321316,114892.2311909571,3045558824065002.0
3372.1692935321316,123150.44775069517,3261211058037742.5
3372.1692935321316,132002.24788036308,3496258342213704.5
3372.1692935321316,141490.29714242753,3750986557936036.0
3372.1692935321316,151660.327811967,4025857499823661.5
3372.1692935321316,162561.35930565,4321599645815625.5
3372.1692935321316,174245.93445468854,4638806424870776.0
3372.1692935321316,186770.37276060946,4978736486347741.0
3372.1692935321316,200195.04185452432,5342675401319007.0
3372.1692935321316,214584.64846833175,5732250954760128.0
3372.1692935321316,230008.55032033296,6149542020494679.0
3372.1692935321316,246541.0904185383,6596468963829055.0
3372.1692935321316,264261.9553930058,7075081472600116.0
3372.1692935321316,283256.5595843736,7587567000697086.0
3372.1692935321316,303616.4567398761,8136717140886063.0
3372.1692935321316,325439.781301229,8725612020916133.0
3372.1692935321316,348831.72141137073,9356076194898384.0
3372.1692935321316,373905.0259199532,1.0031530259190232e+16
3372.1692935321316,400780.54783134663,1.0755748162453e+16
3372.1692935321316,429587.8268145607,1.153095386054306e+16
3372.1692935321316,460465.7135827752,1.2361336521271672e+16
3372.1692935321316,493563.0391519924,1.325077290320436e+16
3372.1692935321316,529039.3322046124,1.4202610080625164e+16
3372.1692935321316,567065.5880156212,1.5221964442554852e+16
3372.1692935321316,607825.0926476188,1.6312646089348062e+16
3372.1692935321316,651514.3063872679,1.7479511726886162e+16
3372.1692935321316,698343.81068135,1.8726686387668616e+16
3372.1692935321316,748539.3231366203,2.0060592223475508e+16
3372.1692935321316,802342.7854757563,2.148709650466953e+16
3372.1692935321316,860013.5296933495,2.300986456823686e+16
3372.1692935321316,921829.5280327708,2.4636394423511144e+16
3372.1692935321316,988088.7328087935,2.6373452863347212e+16
3372.1692935321316,1059110.5125339176,2.8226639697930044e+16
3372.1692935321316,1135237.1912704774,3.0203252330196332e+16
3372.1692935321316,1216835.6986281993,3.2311013885778876e+16
3372.1692935321316,1304299.3383602048,3.4556153192247596e+16
3372.1692935321316,1398049.6840820087,3.694898724359633e+16
3372.1692935321316,1498538.6112509272,3.949640951582539e+16
3372.1692935321316,1606250.4751999467,4.220522413131193e+16
3372.1692935321316,1721704.445724173,4.508967951139731e+16
3372.1692935321316,1845457.0094725697,4.8152316788600424e+16
3372.1692935321316,1978104.6522064032,5.141141655826236e+16
3372.1692935321316,2120286.7338529434,5.486950656915747e+16
3372.1692935321316,2272688.570212054,5.8543740722372e+16
3372.1692935321316,2436044.736169517,6.244294800642958e+16
3372.1692935321316,2611142.6063384903,6.658313778895281e+16
3372.1692935321316,2798826.1501950226,7.097389387862384e+16
3372.1692935321316,3000000.0,7.563718400536064e+16
3914.9620668299503,100000.0,3170465610826224.5
3914.9620668299503,107187.79370383405,3356628829342594.5
3914.9620668299503,114892.2311909571,3566932754368974.0
3914.9620668299503,123150.44775069517,3802577945377865.0
3914.9620668299503,132002.24788036308,4063373264274926.0
3914.9620668299503,141490.29714242753,4350361938757300.5
3914.9620668299503,151660.327811967,4663121783969784.0
3914.9620668299503,162561.35930565,5002583380162822.0
3914.9620668299503,174245.93445468854,5368869063791773.0
3914.9620668299503,186770.37276060946,5762945748924560.0
3914.9620668299503,200195.04185452432,6185947787222098.0
3914.9620668299503,214584.64846833175,6639625048699500.0
3914.9620668299503,230008.55032033296,7124972675083389.0
3914.9620668299503,246541.0904185383,7644938981862033.0
3914.9620668299503,264261.9553930058,8201929191264984.0
3914.9620668299503,283256.5595843736,8798016368274333.0
3914.9620668299503,303616.4567398761,9436364052363916.0
3914.9620668299503,325439.781301229,1.01198897521625e+16
3914.9620668299503,348831.72141137073,1.085292682940413e+16
3914.9620668299503,373905.0259199532,1.1637753137956072e+16
3914.9620668299503,400780.54783134663,1.2479333937188486e+16
3914.9620668299503,429587.8268145607,1.3380268971484646e+16
3914.9620668299503,460465.7135827752,1.4346246254037616e+16
3914.9620668299503,493563.0391519924,1.5380232144592044e+16
3914.9620668299503,529039.3322046124,1.648781424450417e+16
3914.9620668299503,567065.5880156212,1.7674163457016456e+16
3914.9620668299503,607825.0926476188,1.894480914233974e+16
3914.9620668299503,651514.3063872679,2.0304522161675084e+16
3914.9620668299503,698343.81068135,2.1759378382908516e+16
3914.9620668299503,748539.3231366203,2.331585614808144e+16
3914.9620668299503,802342.7854757563,2.498086209390491e+16
3914.9620668299503,860013.5296933495,2.676175857145358e+16
3914.9620668299503,921829.5280327708,2.866316995274874e+16
3914.9620668299503,988088.7328087935,3.069622439243768e+16
3914.9620668299503,1059110.5125339176,3.286793814082731e+16
3914.9620668299503,1135237.1912704774,3.5185384775512384e+16
3914.9620668299503,1216835.6986281993,3.765987778092021e+16
3914.9620668299503,1304299.3383602048,4.029933239051219e+16
3914.9620668299503,1398049.6840820087,4.311165811622359e+16
3914.9620668299503,1498538.6112509272,4.610987504537545e+16
3914.9620668299503,1606250.4751999467,4.930551595493882e+16
3914.9620668299503,1721704.445724173,5.270485052016728e+16
3914.9620668299503,1845457.0094725697,5.632588288192147e+16
3914.9620668299503,1978104.6522064032,6.017539438815854e+16
3914.9620668299503,2120286.7338529434,6.426631500779205e+16
3914.9620668299503,2272688.570212054,6.861606069829436e+16
3914.9620668299503,2436044.736169517,7.323962192740312e+16
3914.9620668299503,2611142.6063384903,7.81439765877652e+16
3914.9620668299503,2798826.1501950226,8.33533101945071e+16
3914.9620668299503,3000000.0,8.88849280083244e+16
4545.124117616129,100000.0,3836287377132284.5
4545.124117616129,107187.79370383405,4023142630632599.0
4545.124117616129,114892.2311909571,4238354372424658.5
4545.124117616129,123150.44775069517,4484447916495419.5
4545.124117616129,132002.24788036308,4763003047388150.0
4545.124117616129,141490.29714242753,5075382174045254.0
4545.124117616129,151660.327811967,5421947067894930.0
4545.124117616129,162561.35930565,5803257949694247.0
4545.124117616129,174245.93445468854,6219771271600750.0
4545.124117616129,186770.37276060946,6671802228278798.0
4545.124117616129,200195.04185452432,7159904449028043.0
4545.124117616129,214584.64846833175,7685443697166782.0
4545.124117616129,230008.55032033296,8249557692119715.0
4545.124117616129,246541.0904185383,8854580054237163.0
4545.124117616129,264261.9553930058,9502372066110244.0
4545.124117616129,283256.5595843736,1.0195836242629848e+16
4545.124117616129,303616.4567398761,1.0938678138071372e+16
4545.124117616129,325439.781301229,1.1733662539848586e+16
4545.124117616129,348831.72141137073,1.2585716061870538e+16
4545.124117616129,373905.0259199532,1.3498124747383822e+16
4545.124117616129,400780.54783134663,1.4475051487751732e+16
4545.124117616129,429587.8268145607,1.5522683298187196e+16
4545.124117616129,460465.7135827752,1.6644266022713862e+16
4545.124117616129,493563.0391519924,1.7846888074255444e+16
4545.124117616129,529039.3322046124,1.9135329172168844e+16
4545.124117616129,567065.5880156212,2.0514481601646252e+16
4545.124117616129,607825.0926476188,2.19930345382495e+16
4545.124117616129,651514.3063872679,2.357550137213591e+16
4545.124117616129,698343.81068135,2.5270410959834028e+16
4545.124117616129,748539.3231366203,2.708412713548264e+16
4545.124117616129,802342.7854757563,2.902475447682006e+16
4545.124117616129,860013.5296933495,3.110268282273784e+16
4545.124117616129,921829.5280327708,3.332375296067452e+16
4545.124117616129,988088.7328087935,3.5699417741308116e+16
4545.124117616129,1059110.5125339176,3.823799545012149e+16
4545.124117616129,1135237.1912704774,4.095018417672852e+16
4545.124117616129,1216835.6986281993,4.384981580739312e+16
4545.124117616129,1304299.3383602048,4.694420960131504e+16
4545.124117616129,1398049.6840820087,5.024566897269863e+16
4545.124117616129,1498538.6112509272,5.3767219503307144e+16
4545.124117616129,1606250.4751999467,5.752264760556494e+16
4545.124117616129,1721704.445724173,6.152654101490386e+16
4545.124117616129,1845457.0094725697,6.5790632628635e+16
4545.124117616129,1978104.6522064032,7.0330475666153144e+16
4545.124117616129,2120286.7338529434,7.516668382397387e+16
4545.124117616129,2272688.570212054,8.030835723405898e+16
4545.124117616129,2436044.736169517,8.57728043037473e+16
4545.124117616129,2611142.6063384903,9.158332487165536e+16
4545.124117616129,2798826.1501950226,9.775449100681626e+16
4545.124117616129,3000000.0,1.0431216539747206e+17
5276.718622528887,100000.0,4735504034328296.0
5276.718622528887,107187.79370383405,4922796850379540.0
5276.718622528887,114892.2311909571,5135942077699723.0
5276.718622528887,123150.44775069517,5382165291673599.0
5276.718622528887,132002.24788036308,5666252170643491.0
5276.718622528887,141490.29714242753,5991548270070949.0
5276.718622528887,151660.327811967,6360499326056065.0
5276.718622528887,162561.35930565,6774602047781202.0
5276.718622528887,174245.93445468854,7234754991749434.0
5276.718622528887,186770.37276060946,7741379523081632.0
5276.718622528887,200195.04185452432,8295597198217083.0
5276.718622528887,214584.64846833175,8897991615647360.0
5276.718622528887,230008.55032033296,9548422788878088.0
5276.718622528887,246541.0904185383,1.024928003761679e+16
5276.718622528887,264261.9553930058,1.1001580429790918e+16
5276.718622528887,283256.5595843736,1.1808436073095946e+16
5276.718622528887,303616.4567398761,1.2673041568083696e+16
5276.718622528887,325439.781301229,1.3597894886167696e+16
5276.718622528887,348831.72141137073,1.4588601854275e+16
5276.718622528887,373905.0259199532,1.5649729522182472e+16
5276.718622528887,400780.54783134663,1.6786152792647276e+16
5276.718622528887,429587.8268145607,1.8003074541801196e+16
5276.718622528887,460465.7135827752,1.930713233953216e+16
5276.718622528887,493563.0391519924,2.070332210851719e+16
5276.718622528887,529039.3322046124,2.2200476942471156e+16
5276.718622528887,567065.5880156212,2.3804559879461068e+16
5276.718622528887,607825.0926476188,2.5521675337548492e+16
5276.718622528887,651514.3063872679,2.7362653009906524e+16
5276.718622528887,698343.81068135,2.9334778445326076e+16
5276.718622528887,748539.3231366203,3.1445506452795908e+16
5276.718622528887,802342.7854757563,3.3706213003022628e+16
5276.718622528887,860013.5296933495,3.612741717584308e+16
5276.718622528887,921829.5280327708,3.8718189320045944e+16
5276.718622528887,988088.7328087935,4.148775376825416e+16
5276.718622528887,1059110.5125339176,4.4452929895281736e+16
5276.718622528887,1135237.1912704774,4.762199851947996e+16
5276.718622528887,1216835.6986281993,5.101125585390057e+16
5276.718622528887,1304299.3383602048,5.463251225965659e+16
5276.718622528887,1398049.6840820087,5.849768396502691e+16
5276.718622528887,1498538.6112509272,6.262926915042278e+16
5276.718622528887,1606250.4751999467,6.703758480578838e+16
5276.718622528887,1721704.445724173,7.174005722261835e+16
5276.718622528887,1845457.0094725697,7.675081711387149e+16
5276.718622528887,1978104.6522064032,8.209771216108102e+16
5276.718622528887,2120286.7338529434,8.779242216764282e+16
5276.718622528887,2272688.570212054,9.385576145641067e+16
5276.718622528887,2436044.736169517,1.0030966347989099e+17
5276.718622528887,2611142.6063384903,1.0717120776055635e+17
5276.718622528887,2798826.1501950226,1.144763622628282e+17
5276.718622528887,3000000.0,1.222313524705848e+17
6126.072402165101,100000.0,5898972440509239.0
6126.072402165101,107187.79370383405,6120571732463708.0
6126.072402165101,114892.2311909571,6347283415404445.0
6126.072402165101,123150.44775069517,6594985836531687.0
6126.072402165101,132002.24788036308,6876665976838049.0
6126.072402165101,141490.29714242753,7201481925158162.0
6126.072402165101,151660.327811967,7576485099249824.0
6126.072402165101,162561.35930565,8006043929173246.0
6126.072402165101,174245.93445468854,8494268340360858.0
6126.072402165101,186770.37276060946,9043223037370262.0
6126.072402165101,200195.04185452432,9654211232476874.0
6126.072402165101,214584.64846833175,1.0327939182792618e+16
6126.072402165101,230008.55032033296,1.1064844437821488e+16
6126.072402165101,246541.0904185383,1.1866996664941044e+16
6126.072402165101,264261.9553930058,1.2733742245337232e+16
6126.072402165101,283256.5595843736,1.3667634594405694e+16
6126.072402165101,303616.4567398761,1.4671668042127438e+16
6126.072402165101,325439.781301229,1.5747687822379458e+16
6126.072402165101,348831.72141137073,1.6900722596866e+16
6126.072402165101,373905.0259199532,1.8135123096835036e+16
6126.072402165101,400780.54783134663,1.9457494397069812e+16
6126.072402165101,429587.8268145607,2.08727695453759e+16
6126.072402165101,460465.7135827752,2.23884699283627e+16
6126.072402165101,493563.0391519924,2.4011534863053384e+16
6126.072402165101,529039.3322046124,2.5750817184022856e+16
6126.072402165101,567065.5880156212,2.7614532504795136e+16
6126.072402165101,607825.0926476188,2.9611469547566868e+16
6126.072402165101,651514.3063872679,3.1749244725847516e+16
6126.072402165101,698343.81068135,3.4041354787965376e+16
6126.072402165101,748539.3231366203,3.649689006425897e+16
6126.072402165101,802342.7854757563,3.912735302351141e+16
6126.072402165101,860013.5296933495,4.194504494248658e+16
6126.072402165101,921829.5280327708,4.4960593062004376e+16
6126.072402165101,988088.7328087935,4.819022836765135e+16
6126.072402165101,1059110.5125339176,5.1646049764182504e+16
6126.072402165101,1135237.1912704774,5.5343472625947464e+16
6126.072402165101,1216835.6986281993,5.929893246438334e+16
6126.072402165101,1304299.3383602048,6.352995030610536e+16
6126.072402165101,1398049.6840820087,6.805137646889579e+16
6126.072402165101,1498538.6112509272,7.288230013139634e+16
6126.072402165101,1606250.4751999467,7.80430051935396e+16
6126.072402165101,1721704.445724173,8.355504092258101e+16
6126.072402165101,1845457.0094725697,8.9436268661309e+16
6126.072402165101,1978104.6522064032,9.571531772512464e+16
6126.072402165101,2120286.7338529434,1.0240641161094715e+17
6126.072402165101,2272688.570212054,1.0954062015275997e+17
6126.072402165101,2436044.736169517,1.1714549341067832e+17
6126.072402165101,2611142.6063384903,1.2524312813889198e+17
6126.072402165101,2798826.1501950226,1.3386287748189248e+17
6126.072402165101,3000000.0,1.4302762325948042e+17
7112.140282853115,100000.0,7209583170316225.0
7112.140282853115,107187.79370383405,7582450264228839.0
7112.140282853115,114892.2311909571,7904972994868377.0
7112.140282853115,123150.44775069517,8204696109025077.0
7112.140282853115,132002.24788036308,8508127400112903.0
7112.140282853115,141490.29714242753,8836678661062430.0
7112.140282853115,151660.327811967,9208408356938338.0
7112.140282853115,162561.35930565,9636859935242500.0
7112.140282853115,174245.93445468854,1.0131274035107022e+16
7112.140282853115,186770.37276060946,1.0699061973031072e+16
7112.140282853115,200195.04185452432,1.1345132445901828e+16
7112.140282853115,214584.64846833175,1.2072219113308734e+16
7112.140282853115,230008.55032033296,1.2882785198334002e+16
7112.140282853115,246541.0904185383,1.377872347498629e+16
7112.140282853115,264261.9553930058,1.4759355137839498e+16
7112.140282853115,283256.5595843736,1.5826673695452486e+16
7112.140282853115,303616.4567398761,1.6981672801455088e+16
7112.140282853115,325439.781301229,1.8227108275027024e+16
7112.140282853115,348831.72141137073,1.9566083665169772e+16
7112.140282853115,373905.0259199532,2.1001059769136736e+16
7112.140282853115,400780.54783134663,2.2540009853393148e+16
7112.140282853115,429587.8268145607,2.4186294458851252e+16
